# THE BY-NAME CLAIM CENSUS -- clause 3 of S5's exit gate, built by slice S6 2026-08-27.
#
# WHAT IT IS FOR, in the exit gate's own words: "so a mechanism that quietly loses its
# claim in translation is visible as a MISSING ROW rather than as a smaller number."
# The Python biosphere suite is deleted by this slice's successor; this file is the record
# of what each of its claims became, one row per test FUNCTION, and it outlives its input.
#
# HOW IT WAS BUILT -- extracted, not read. Both rosters come from disk (455 `def test_*`
# across S5's twenty files; every `#[test] fn` AND every `gate <name> {` in the eleven
# biosphere surfaces). Dispositions come, in priority order, from: an S6 override list
# (evidence `S6`, and only where this slice measurably falsified an earlier one); the
# REFERENCE'S OWN docstrings, where a Rust test names the Python test it mirrors (evidence
# `docstring`); the plan's authored disposition tables (evidence: the section that wrote
# them); and rules written by S6 for the remainder (evidence `S6`). A Python test matched
# by none of the four is a hard error in the generator, which is what makes this an
# expansion rather than a transcription -- a coverage table built by READING cannot see
# its own omissions, and this repo has been bitten by that twice.
#
# THE DENOMINATOR, decided once and stated here. `science.rs`, `flows.rs`, `params.rs` and
# `system.rs` are the four surfaces S5 landed on: every test in them must be CLAIMED, by a
# `P` row that names it or by an `A` row that declares it. The other seven surfaces are
# claimable but not required, because they descend from Python files outside S5's twenty.
#
# WHAT AN `A` ROW MEANS: a Rust test no Python claim maps to. `outside-the-20` is derived
# from the test's own doc block, or from the plan's port-coverage table where a whole
# surface descends from one file. `no-ancestor-named` is a claim the reference makes that
# the Python biosphere suite never made -- additional coverage, not a translation.
#
# ⚠ THIS FILE IS A FORCING FUNCTION AND THAT COSTS SOMETHING. `claim_census.rs` pins the
# row counts and the `open`+`S6` count as literals, so a new biosphere test reddens the
# census until it is declared here. That is the point, not friction to be removed: the
# same shape `param_files`/`the_census_matches_the_directory_on_disk` already uses.
#
# P<TAB>python_file<TAB>python_test<TAB>disposition<TAB>evidence<TAB>successors
# A<TAB>rust_file<TAB>rust_test<TAB>tag<TAB>ancestors
#
# DISPOSITIONS
#   ported          a Rust test carries the claim
#   owned           pre-existing Rust coverage, from the Phase-7 port or an earlier slice
#   folded          subsumed by a different and usually stronger mechanism
#   compiler        enforced by the type system or by `include_str!`, harder than a test
#   engine          enforced by the engine itself (`assert_conserved` runs every step)
#   boundary        owned one layer down, at the param-file boundary crate: its schema
#                   check, its exact-string unit guard, its required `{value, unit, source}`
#   decided-out     no successor, by a RECORDED port decision (science.rs's module header)
#   no-subject      the subject was never built here: design records, refused branches,
#                   and constructions that exist only inside the Python test file
#   retired-subject the subject existed in the reference and was DELETED
#   python-only     the subject is the Python tree itself; it dies with it
#   open            no successor and no decision -- a gap, carried forward
P	test_photosynthesis.py	test_rubisco_limited_rate_known_value	ported	docstring	rubisco_limited_rate_is_the_hand_computed_fvcb_value
P	test_photosynthesis.py	test_electron_transport_rate_known_value	ported	S6	electron_transport_is_the_smaller_root_and_saturates_below_jmax
P	test_photosynthesis.py	test_electron_transport_zero_par_is_zero	ported	S6	electron_transport_is_the_smaller_root_and_saturates_below_jmax
P	test_photosynthesis.py	test_electron_transport_saturates_to_jmax	ported	S6	electron_transport_is_the_smaller_root_and_saturates_below_jmax
P	test_photosynthesis.py	test_light_limited_rate_known_value	ported	docstring	light_limited_rate_is_the_hand_computed_value
P	test_photosynthesis.py	test_gross_leaf_assimilation_is_the_co_limited_min	ported	S6	gross_leaf_assimilation_is_the_co_limited_minimum
P	test_photosynthesis.py	test_gross_leaf_assimilation_clamps_at_or_below_gamma_star	ported	S6	gross_leaf_assimilation_clamps_at_or_below_the_compensation_point
P	test_photosynthesis.py	test_gross_leaf_assimilation_zero_par_is_zero	ported	S6	gross_leaf_assimilation_is_monotone_increasing_in_par
P	test_photosynthesis.py	test_gross_leaf_assimilation_monotone_increasing_in_par	ported	S6	gross_leaf_assimilation_is_monotone_increasing_in_par
P	test_photosynthesis.py	test_temperature_factor_cardinal_points	ported	S6	the_temperature_factor_hits_all_nine_cardinal_points
P	test_photosynthesis.py	test_canopy_assimilation_known_value	ported	docstring	canopy_assimilation_is_the_hand_composed_daily_flux
P	test_photosynthesis.py	test_canopy_assimilation_temperature_halves_at_ramp_midpoint	ported	S6	canopy_assimilation_scales_exactly_with_the_temperature_factor
P	test_photosynthesis.py	test_canopy_assimilation_zero_lai_is_zero	ported	S6	canopy_assimilation_vanishes_smoothly_as_lai_goes_to_zero
P	test_photosynthesis.py	test_canopy_assimilation_finite_in_small_lai_limit	ported	S6	canopy_assimilation_vanishes_smoothly_as_lai_goes_to_zero
P	test_photosynthesis.py	test_canopy_assimilation_rejects_non_positive_ground_area	decided-out	S6	-
P	test_photosynthesis.py	test_canopy_assimilation_rejects_non_positive_window	decided-out	S6	-
P	test_photosynthesis.py	test_photosynthesis_params_file_exists	compiler	S6	-
P	test_photosynthesis.py	test_load_photosynthesis_params_matches_committed_values	owned	S6	every_value_matches_the_generated_table
P	test_photosynthesis.py	test_photo_loader_round_trips_a_valid_file	folded	S6	loads_all_groups_and_the_partition_table
P	test_photosynthesis.py	test_photo_loader_rejects_a_wrong_unit	boundary	S6	-
P	test_photosynthesis.py	test_photo_loader_rejects_non_positive_kinetics	ported	S6	the_three_seamless_loaders_bounds_are_each_rejected_at_their_own_shape
P	test_photosynthesis.py	test_photo_loader_rejects_out_of_unit_interval	ported	S6	the_three_seamless_loaders_bounds_are_each_rejected_at_their_own_shape
P	test_photosynthesis.py	test_photo_loader_rejects_bad_cardinal_temperatures	ported	S6	the_three_seamless_loaders_bounds_are_each_rejected_at_their_own_shape
P	test_photosynthesis.py	test_photo_loader_rejects_a_missing_source	boundary	S6	-
P	test_photosynthesis.py	test_photo_loader_rejects_an_unknown_field	boundary	S6	-
P	test_canopy.py	test_intercepted_fraction_known_values	retired-subject	S6	the_depth_quadrature_conserves_photons_against_beer_lambert
P	test_canopy.py	test_intercepted_fraction_zero_lai_is_zero	retired-subject	S6	the_depth_quadrature_conserves_photons_against_beer_lambert
P	test_canopy.py	test_intercepted_fraction_saturates_to_one	retired-subject	S6	the_depth_quadrature_conserves_photons_against_beer_lambert
P	test_canopy.py	test_intercepted_fraction_monotone_increasing_in_lai	retired-subject	S6	the_depth_quadrature_conserves_photons_against_beer_lambert
P	test_canopy.py	test_leaf_area_index_known_value	ported	S6	leaf_area_index_is_carbon_times_sla_over_ground
P	test_canopy.py	test_leaf_area_index_zero_carbon_is_zero	ported	S6	leaf_area_index_is_carbon_times_sla_over_ground
P	test_canopy.py	test_leaf_area_index_scales_inversely_with_ground_area	ported	S6	leaf_area_index_is_carbon_times_sla_over_ground
P	test_canopy.py	test_leaf_area_index_rejects_non_positive_ground_area	decided-out	S6	-
